,age,marital,education,default,balance,loan,day,month,duration,campaign,pdays,previous,job,housing
890,26,3,1,0,1347,0,18,6,280,6,92,5,12,0
891,37,1,1,0,215,0,6,6,61,1,-1,0,9,1
892,42,1,1,0,2,0,29,5,249,2,-1,0,11,0
893,58,1,2,0,23,0,20,5,91,6,-1,0,8,1
894,45,3,2,0,999,0,29,1,182,2,-1,0,8,0
895,32,1,1,0,217,1,15,7,317,5,-1,0,9,1
896,32,3,3,0,112,0,5,5,118,1,-1,0,4,1
897,28,1,1,0,232,1,29,1,72,1,261,1,11,1
898,34,1,1,0,-370,0,21,5,748,1,-1,0,9,1
899,39,3,1,0,835,0,29,5,587,4,-1,0,4,1
900,37,1,3,0,0,0,11,3,129,4,107,2,4,0
901,32,1,1,0,517,0,5,5,528,1,-1,0,8,1
902,51,1,1,0,867,0,3,2,177,2,211,3,12,1
903,29,3,3,0,3357,0,21,7,120,3,-1,0,4,0
904,35,1,1,0,128,0,12,5,136,1,-1,0,12,1
905,30,1,1,0,371,0,7,8,124,2,-1,0,11,0
906,38,1,2,0,21,0,26,8,634,2,-1,0,5,0
907,46,1,1,0,668,0,15,5,1263,2,-1,0,8,1
908,44,3,1,0,7138,0,8,8,809,2,-1,0,11,0
909,36,1,1,0,-148,0,18,11,144,2,-1,0,4,0
910,27,3,3,0,3733,0,22,5,198,1,98,6,7,1
911,51,2,3,0,370,0,19,8,109,3,-1,0,5,1
912,37,1,3,0,5106,0,30,4,244,1,-1,0,4,0
913,27,1,1,0,710,1,6,5,653,1,334,2,1,1
914,53,1,3,0,146,0,30,5,150,1,-1,0,4,0
915,42,1,2,0,260,0,31,7,175,2,-1,0,8,1
916,33,3,1,0,-320,0,18,5,268,2,-1,0,8,0
917,39,1,1,0,130,0,8,7,202,2,-1,0,11,0
918,32,1,1,0,2089,0,14,11,132,1,-1,0,8,1
919,35,3,3,0,0,1,14,8,370,4,-1,0,4,0
920,41,3,1,0,1020,0,19,5,882,1,-1,0,1,1
921,32,1,1,0,1005,0,12,5,215,1,-1,0,8,0
922,47,1,1,0,57,0,5,5,253,1,342,1,11,0
923,42,2,1,0,257,0,12,5,955,2,-1,0,12,1
924,45,1,1,0,1415,0,17,11,483,1,116,1,11,1
925,35,1,1,0,327,0,13,4,537,3,-1,0,11,1
926,34,2,1,0,-251,0,18,7,641,1,-1,0,1,0
927,36,1,2,0,398,0,12,6,278,1,-1,0,8,1
928,37,3,3,0,102,0,21,8,101,2,-1,0,4,1
929,54,1,1,0,1139,0,14,5,155,1,177,7,10,1
930,43,1,3,0,1188,0,27,5,140,2,-1,0,4,0
931,40,1,1,0,2715,0,29,5,125,2,-1,0,11,1
932,29,3,1,0,-20,1,21,7,574,1,-1,0,8,0
933,39,1,2,0,238,1,19,11,134,1,-1,0,6,1
934,53,1,3,0,1343,0,5,8,129,4,-1,0,4,0
935,53,1,1,0,4541,0,15,5,190,6,-1,0,11,1
936,49,1,2,0,563,0,19,6,84,1,-1,0,6,0
937,41,2,1,0,1088,0,28,1,138,1,-1,0,1,1
938,30,1,3,0,1380,0,21,5,294,2,-1,0,12,1
939,35,3,3,0,2988,0,25,5,179,1,-1,0,4,1
940,36,1,1,0,-302,0,13,5,36,2,-1,0,12,1
941,32,3,1,0,48,0,20,4,8,3,-1,0,12,1
942,28,2,3,0,594,1,18,6,54,3,-1,0,11,1
943,51,1,3,0,833,0,31,7,77,3,-1,0,9,0
944,29,3,1,0,534,0,18,5,382,1,-1,0,11,1
945,41,2,1,0,348,0,7,5,225,2,275,2,11,1
946,59,1,1,0,0,0,5,5,226,1,-1,0,8,1
947,29,3,3,0,1673,0,16,8,200,2,159,3,4,0
948,56,1,2,0,3391,0,21,4,243,1,-1,0,3,0
949,27,3,2,0,-179,0,15,5,54,2,-1,0,8,1
950,33,2,3,0,0,1,19,8,275,8,-1,0,4,1
951,27,3,1,0,259,0,23,5,78,10,-1,0,12,1
952,26,1,1,0,-759,0,11,7,191,1,-1,0,5,1
953,31,3,2,0,406,0,4,2,736,1,-1,0,3,0
954,32,1,1,0,162,0,14,5,297,2,-1,0,12,1
955,30,3,1,0,57,0,2,2,465,2,-1,0,11,0
956,38,1,1,0,497,1,19,5,88,5,-1,0,12,1
957,43,1,1,0,50,0,28,5,63,1,-1,0,11,0
958,32,1,1,0,456,0,12,5,121,1,-1,0,8,0
959,30,1,3,0,1942,1,21,11,436,2,178,3,4,1
960,34,2,1,0,0,1,21,5,339,1,-1,0,8,0
961,30,1,2,0,1317,0,21,5,395,2,-1,0,8,1
962,47,1,1,0,72,0,29,5,278,1,-1,0,11,0
963,38,1,3,0,45,0,22,7,125,4,-1,0,11,0
964,59,1,1,0,0,0,12,5,214,3,-1,0,12,1
965,44,1,2,0,-237,0,10,7,73,1,-1,0,8,1
966,29,1,3,0,581,1,14,7,192,2,-1,0,4,1
967,34,3,3,0,228,0,22,7,387,4,-1,0,11,1
968,34,2,1,0,1268,0,15,5,259,3,-1,0,1,1
969,28,3,1,0,389,0,11,5,15,7,-1,0,11,1
970,39,3,2,0,109,0,6,5,699,3,-1,0,5,1
971,37,2,3,0,0,0,11,5,217,6,-1,0,4,1
972,33,3,3,0,490,0,7,5,31,1,363,2,1,1
973,29,3,3,0,0,0,7,5,104,2,-1,0,11,1
974,35,3,3,0,145,0,18,7,799,2,-1,0,6,1
975,35,3,3,0,0,0,21,7,262,4,-1,0,8,1
976,25,1,1,0,18,0,18,7,225,1,-1,0,1,1
977,38,1,3,0,3452,0,13,8,132,2,-1,0,4,0
978,46,2,3,0,25,0,26,5,103,2,-1,0,4,0
979,57,1,2,0,5799,0,17,6,97,1,-1,0,10,0
980,50,1,1,0,1138,0,14,8,219,10,-1,0,9,0
981,45,3,1,0,410,0,30,5,891,4,-1,0,11,1
982,36,2,3,0,3611,0,4,6,347,3,-1,0,4,1
983,58,1,1,0,764,0,12,8,219,4,-1,0,10,0
984,35,2,3,0,649,0,16,4,177,1,-1,0,4,0
985,35,1,3,0,118,0,6,8,358,2,-1,0,11,0
986,31,1,1,0,171,0,27,8,81,3,-1,0,11,0
987,41,1,3,0,744,0,14,5,125,1,-1,0,11,1
988,36,3,3,0,2806,0,30,5,358,4,-1,0,4,1
989,36,1,1,0,134,0,20,5,98,1,-1,0,6,0
990,40,2,3,0,1871,0,17,11,64,1,-1,0,11,1
991,66,1,3,0,1048,0,23,6,971,2,-1,0,4,1
992,31,3,3,0,438,0,12,8,130,2,-1,0,11,1
993,47,1,1,0,1230,0,30,4,412,1,169,1,8,1
994,36,3,3,0,442,1,29,7,102,3,-1,0,4,1
995,23,3,1,0,598,0,30,4,166,1,-1,0,11,0
996,52,3,3,0,1308,0,29,5,361,1,-1,0,11,1
997,31,1,1,0,33,0,6,8,165,4,-1,0,9,0
998,26,3,3,0,294,0,5,3,87,1,91,2,7,0
999,62,1,1,0,816,0,1,9,28,2,-1,0,10,0
1000,49,1,1,0,-55,0,17,6,150,3,-1,0,8,0
1001,60,1,1,0,1801,0,29,10,167,1,-1,0,8,0
1002,43,1,3,0,489,0,8,5,130,1,172,2,4,1
1003,59,1,3,0,0,0,27,8,87,4,-1,0,4,0
1004,35,2,2,0,-587,0,26,5,111,1,-1,0,8,1
1005,31,2,1,0,202,0,18,7,146,1,-1,0,11,1
1006,37,3,3,0,509,0,6,5,133,1,-1,0,4,1
1007,26,3,1,0,455,0,29,1,240,1,182,8,11,0
1008,42,2,1,0,2974,0,21,5,187,5,-1,0,11,1
1009,27,3,2,0,1209,0,29,1,283,1,-1,0,8,0
1010,59,1,1,0,204,0,23,7,286,2,-1,0,12,0
1011,38,1,3,0,3234,0,18,11,578,2,-1,0,11,0
1012,43,1,1,0,434,0,5,5,117,1,-1,0,11,1
1013,56,2,1,0,1007,0,29,7,88,6,-1,0,12,0
1014,28,3,1,0,11555,0,8,4,125,2,-1,0,7,0
1015,43,2,1,0,1577,0,19,11,87,1,-1,0,3,1
1016,37,1,3,0,310,0,1,9,76,1,-1,0,6,0
1017,34,1,1,0,47,0,25,8,132,6,-1,0,11,0
1018,48,1,2,0,606,0,5,3,77,6,-1,0,4,0
1019,57,1,2,0,501,1,7,8,59,2,-1,0,5,1
1020,26,3,1,0,1064,0,31,5,113,1,-1,0,3,0
1021,39,3,3,0,2600,0,17,6,77,1,-1,0,1,1
1022,29,3,1,0,9,0,11,5,262,3,-1,0,8,1
1023,32,3,1,0,0,0,18,8,594,4,-1,0,11,0
1024,35,1,1,0,147,1,29,1,41,1,184,7,1,1
1025,45,1,1,0,248,0,16,7,212,2,-1,0,1,0
1026,60,1,2,0,4895,0,9,6,313,1,-1,0,4,0
1027,34,3,1,0,1239,0,18,7,90,1,-1,0,8,1
1028,48,1,1,0,178,0,17,6,320,4,-1,0,11,1
1029,57,1,1,0,1044,0,11,1,585,1,192,2,10,0
1030,30,3,3,0,60,1,7,5,306,5,-1,0,11,1
1031,38,1,1,0,-388,0,9,5,412,1,-1,0,8,1
1032,39,3,1,0,14,1,13,5,19,9,-1,0,1,1
1033,60,3,3,0,179,1,29,7,79,4,-1,0,9,0
1034,36,3,3,0,3343,0,18,11,307,1,-1,0,4,0
1035,31,1,1,0,296,0,20,5,378,3,-1,0,3,1
1036,39,1,1,1,-183,0,14,5,202,2,-1,0,11,1
1037,40,3,1,0,3,0,19,11,998,1,-1,0,8,0
1038,47,2,3,0,94,0,31,7,9,19,-1,0,4,1
1039,32,1,3,0,1667,0,18,11,164,2,179,3,4,1
1040,31,1,1,0,1062,1,6,4,230,1,-1,0,12,1
1041,40,3,1,0,591,1,14,8,87,6,-1,0,11,0
1042,34,1,1,0,1412,1,27,5,157,2,-1,0,8,1
1043,44,1,2,0,134,0,7,5,378,1,-1,0,8,1
1044,37,1,3,0,502,0,7,5,551,1,351,1,4,1
1045,53,1,1,0,66,1,8,7,141,1,-1,0,4,0
1046,40,1,1,0,219,0,17,11,204,2,196,1,3,1
1047,35,1,2,0,378,0,16,5,427,3,-1,0,8,1
1048,42,1,3,0,233,0,5,2,446,1,-1,0,6,0
1049,41,2,2,0,2195,0,3,6,211,5,-1,0,8,1
1050,45,3,3,0,2048,0,18,10,310,1,804,1,4,1
1051,56,1,1,0,-113,1,12,8,614,2,-1,0,10,1
1052,54,1,1,0,-932,0,7,5,799,1,-1,0,8,1
1053,48,1,3,0,586,1,6,5,179,2,-1,0,4,1
1054,30,1,3,0,569,0,27,8,976,12,-1,0,11,0
1055,49,2,3,0,780,0,8,11,148,1,871,2,3,0
1056,37,3,3,0,2317,0,20,4,114,1,152,2,1,1
1057,35,1,1,0,109,0,6,5,597,3,-1,0,12,1
1058,34,1,1,0,-315,0,8,5,56,2,-1,0,12,1
1059,49,1,1,0,635,0,25,8,220,3,-1,0,1,0
1060,39,1,3,0,12,0,23,5,130,1,-1,0,4,1
1061,80,1,2,0,1548,0,6,8,331,2,-1,0,10,0
1062,51,1,2,0,-11,0,16,7,126,4,-1,0,8,0
1063,46,3,1,0,1693,0,25,1,137,1,97,1,1,1
1064,55,1,1,0,186,1,9,5,241,1,-1,0,12,1
1065,28,3,3,0,0,0,28,9,294,2,105,7,7,0
1066,34,1,3,0,0,0,7,8,262,1,99,2,4,1
1067,41,2,2,0,664,1,15,7,955,5,-1,0,8,0
1068,40,1,1,0,0,0,2,6,297,1,28,3,12,1
1069,37,3,1,0,5436,0,6,5,7,11,351,1,11,1
1070,48,1,2,0,1910,0,29,5,413,2,-1,0,4,1
1071,38,1,1,0,5092,0,17,6,145,6,-1,0,8,1
1072,41,1,3,0,412,0,3,6,154,5,-1,0,12,1
1073,61,1,1,0,1471,0,12,8,331,2,-1,0,4,0
1074,34,1,3,0,69,1,4,8,120,3,1,6,1,0
1075,49,1,3,0,306,0,18,8,285,7,-1,0,12,1
1076,27,3,1,0,-195,0,18,5,391,1,-1,0,12,1
1077,53,1,1,0,100,0,13,8,205,4,-1,0,11,0
1078,39,1,1,0,285,1,6,5,209,1,-1,0,8,1
1079,28,3,3,0,4937,0,13,5,421,3,-1,0,4,1
1080,37,2,3,0,66,0,18,11,1164,2,-1,0,6,0
1081,37,3,1,0,-242,0,13,8,1149,6,-1,0,11,1
1082,31,1,3,0,430,0,25,7,137,16,-1,0,4,1
1083,34,1,1,0,50,0,11,8,106,3,-1,0,11,0
1084,34,3,3,0,178,0,15,5,14,2,-1,0,4,1
1085,48,2,1,0,4099,0,2,4,397,2,-1,0,1,0
1086,30,3,1,0,638,0,14,7,358,6,-1,0,6,0
1087,32,1,3,0,2431,0,14,5,646,5,-1,0,4,1
1088,39,1,3,0,399,0,9,4,504,1,-1,0,4,0
1089,29,1,1,0,444,0,21,7,130,4,-1,0,11,1
1090,27,3,1,0,113,0,22,7,39,17,-1,0,8,0
1091,33,1,1,0,331,0,14,5,178,7,365,5,8,1
1092,36,2,3,0,608,0,26,8,125,2,-1,0,4,0
1093,38,1,2,0,2240,0,19,11,551,1,183,1,8,1
1094,37,3,1,0,435,0,26,5,210,1,-1,0,11,1
1095,42,2,1,0,759,0,28,1,97,1,169,3,3,0
1096,28,3,1,0,126,0,3,3,229,1,-1,0,11,0
1097,44,1,1,0,5780,0,1,4,525,2,-1,0,12,1
1098,29,3,1,0,482,1,10,7,1097,3,-1,0,8,0
1099,41,3,1,0,75,0,1,7,479,9,-1,0,8,1
1100,33,1,1,0,745,0,23,5,115,4,-1,0,8,1
1101,42,1,1,0,994,0,11,8,149,1,78,5,11,1
1102,31,3,3,0,0,0,28,8,38,16,-1,0,4,0
1103,32,1,1,0,76,0,21,5,189,2,-1,0,1,1
1104,56,2,3,0,659,1,2,6,56,1,-1,0,4,0
1105,31,3,1,0,85,0,16,7,151,1,-1,0,12,0
1106,38,2,1,0,156,0,17,6,544,3,-1,0,1,1
1107,47,1,2,0,320,0,30,7,203,2,-1,0,8,0
1108,27,3,1,0,50,0,29,1,168,1,-1,0,9,0
1109,31,1,2,0,0,1,12,5,59,4,-1,0,8,1
1110,31,3,3,0,1494,0,13,8,275,12,-1,0,4,0
1111,56,1,1,0,359,0,6,6,220,4,-1,0,11,1
1112,46,2,1,0,7378,0,18,11,466,1,-1,0,1,0
1113,41,1,3,0,-29,0,29,1,41,2,266,2,4,0
1114,26,1,3,0,454,1,23,5,28,18,-1,0,3,1
1115,52,1,2,0,1054,0,4,8,273,1,-1,0,8,0
1116,40,1,1,0,0,0,12,6,543,2,-1,0,12,0
1117,39,1,1,0,179,0,6,9,36,1,-1,0,1,0
1118,31,1,3,0,8312,0,29,8,43,13,-1,0,4,0
1119,49,1,2,0,-37,0,4,7,191,2,-1,0,10,0
1120,29,1,1,0,57,0,21,7,342,9,-1,0,12,1
1121,26,3,1,0,-32,1,31,7,14,6,-1,0,8,1
1122,31,3,1,0,144,0,4,7,43,11,-1,0,1,1
1123,48,1,3,0,866,0,29,1,146,2,-1,0,4,0
1124,38,1,1,0,4030,0,19,11,75,2,177,5,11,1
1125,31,3,1,0,1970,0,17,4,284,3,-1,0,11,0
1126,58,1,1,0,983,0,5,8,139,1,-1,0,10,0
1127,32,3,1,0,-255,1,2,7,957,3,-1,0,8,0
1128,40,1,1,0,952,1,12,6,140,1,-1,0,8,0
1129,40,3,1,0,888,0,12,5,169,2,-1,0,12,1
1130,39,1,1,0,-735,0,30,1,144,5,248,2,11,1
1131,50,1,2,0,12519,0,17,4,146,2,147,4,8,1
1132,52,1,3,0,575,0,3,6,315,1,-1,0,4,0
1133,59,1,3,0,593,0,13,5,64,2,-1,0,9,0
1134,59,1,1,0,9976,0,29,5,57,2,-1,0,10,1
1135,48,1,3,0,5887,0,13,8,227,2,-1,0,4,0
1136,49,3,1,0,981,0,21,11,10,3,-1,0,1,1
1137,37,3,1,0,21,0,2,2,96,1,271,2,12,1
1138,33,2,2,0,142,0,11,5,41,2,300,5,8,1
1139,57,1,2,0,318,0,27,5,206,2,-1,0,8,1
1140,47,1,3,0,295,0,5,8,157,1,-1,0,4,1
1141,34,3,3,0,8038,0,20,4,29,3,152,1,4,1
1142,28,3,3,0,781,0,9,4,125,6,-1,0,4,0
1143,51,3,3,1,-55,0,18,8,119,6,-1,0,4,1
1144,58,1,2,0,320,0,30,5,171,2,-1,0,4,1
1145,58,1,2,0,4007,0,30,11,598,4,-1,0,10,0
1146,49,1,2,0,902,0,9,6,210,2,-1,0,8,0
1147,48,1,1,0,5,0,9,6,65,6,-1,0,11,0
1148,31,1,1,0,1664,0,20,4,158,1,182,1,8,1
1149,58,1,2,0,309,0,19,8,156,2,-1,0,8,0
1150,27,3,2,0,1128,0,30,6,88,4,-1,0,8,1
1151,34,1,1,0,-228,0,20,4,187,3,332,3,11,1
1152,34,1,1,0,5320,0,3,3,114,6,467,5,1,0
1153,34,3,3,0,1011,0,6,5,136,1,-1,0,8,1
1154,50,1,3,0,1240,0,12,8,474,2,-1,0,4,0
1155,44,3,3,0,1206,0,9,7,160,2,-1,0,4,0
1156,37,2,1,0,490,0,2,2,73,1,-1,0,12,1
1157,73,1,1,0,19,0,5,11,509,2,-1,0,10,0
1158,63,1,2,0,1084,0,14,10,201,1,183,1,10,0
1159,49,1,2,0,937,0,12,6,66,1,-1,0,8,1
1160,28,1,2,0,60,0,6,5,161,1,337,1,8,1
1161,27,3,1,0,266,1,7,7,232,1,-1,0,12,0
1162,77,1,1,0,610,0,13,8,766,3,-1,0,10,0
1163,36,1,1,0,2357,0,17,6,228,2,-1,0,8,1
1164,36,2,1,0,5957,0,18,11,138,2,-1,0,11,1
1165,30,3,1,0,2145,0,18,5,727,2,-1,0,8,1
1166,58,1,1,0,14412,0,18,11,297,1,-1,0,10,0
1167,55,1,2,0,627,0,5,5,247,1,-1,0,8,1
1168,49,2,3,0,1904,1,17,11,131,2,-1,0,4,0
1169,33,1,1,0,-333,0,30,7,329,5,-1,0,12,1
1170,46,1,1,0,451,1,13,5,389,4,-1,0,12,1
1171,36,2,2,0,117,0,2,6,123,4,-1,0,8,1
1172,54,1,2,0,0,0,11,7,159,2,-1,0,10,1
1173,37,1,1,0,-107,0,28,5,158,2,-1,0,1,1
1174,46,1,1,0,-1400,0,6,5,309,3,355,4,8,1
1175,59,1,3,0,3800,1,9,7,70,1,-1,0,9,0
1176,55,1,3,0,171,0,8,8,73,6,-1,0,4,1
1177,43,3,1,0,109,0,27,5,64,3,-1,0,4,1
1178,30,3,3,0,868,0,7,8,387,2,-1,0,5,0
1179,48,1,1,0,1738,0,15,4,349,1,-1,0,8,1
1180,31,1,3,0,459,0,28,8,13,14,-1,0,4,0
1181,31,1,2,0,355,1,4,6,61,6,-1,0,1,1
1182,56,1,3,0,856,1,4,2,70,4,7,7,4,1
1183,31,1,1,0,338,0,28,1,155,1,-1,0,12,1
1184,48,1,3,0,0,0,28,8,16,16,-1,0,4,0
1185,78,1,1,0,499,0,16,3,80,4,-1,0,5,0
1186,34,3,3,0,586,0,16,5,489,2,-1,0,11,1
1187,35,1,1,0,5304,0,20,11,340,1,183,2,8,1
1188,57,2,2,0,1,0,15,5,17,10,-1,0,1,0
1189,33,3,3,0,99,0,8,7,159,1,-1,0,4,0
1190,36,3,1,0,1927,0,18,11,288,1,137,1,1,1
1191,46,2,1,0,-824,0,7,8,429,3,-1,0,11,1
1192,37,1,1,0,121,0,22,7,22,6,-1,0,1,0
1193,26,1,2,0,5116,0,22,7,246,3,-1,0,8,1
1194,40,1,2,0,92,0,13,5,92,1,-1,0,9,1
1195,38,1,3,0,-558,0,21,7,533,1,-1,0,4,1
1196,51,1,2,0,42,0,12,5,51,2,342,3,8,1
1197,59,1,1,0,42,0,21,11,40,1,-1,0,4,0
1198,35,3,1,0,1732,0,21,11,1441,3,-1,0,9,0
1199,32,1,1,0,255,1,21,5,86,2,-1,0,12,1
1200,32,3,1,0,6402,0,6,5,158,1,167,1,11,1
1201,58,1,2,0,0,0,29,5,535,2,-1,0,8,1
1202,41,1,1,0,1334,0,20,4,234,5,-1,0,8,1
1203,33,1,3,0,4,0,16,7,285,5,-1,0,4,1
1204,34,1,1,0,857,0,22,8,238,6,-1,0,4,1
1205,27,3,1,0,54,0,28,5,543,2,-1,0,12,1
1206,32,1,3,0,3601,0,22,8,171,15,-1,0,9,0
1207,40,1,1,0,697,0,24,6,220,2,219,2,11,0
1208,56,1,2,0,551,0,29,5,27,1,-1,0,8,0
1209,26,3,3,0,-8,0,13,8,402,2,-1,0,4,0
1210,56,1,1,0,45,0,5,5,1467,1,-1,0,1,0
1211,59,2,1,0,879,0,26,5,228,1,-1,0,11,1
1212,35,3,1,0,-51,0,2,7,134,2,-1,0,11,0
1213,37,1,1,1,0,0,18,6,236,1,-1,0,11,0
1214,36,1,3,0,-381,0,31,7,30,29,-1,0,4,1
1215,30,1,1,0,-559,1,7,5,98,1,167,2,4,1
1216,31,2,1,0,360,0,15,5,332,1,297,2,1,0
1217,34,1,1,0,586,1,8,5,224,2,-1,0,12,1
1218,40,1,1,0,1259,0,20,5,234,5,-1,0,11,0
1219,39,1,1,0,0,0,30,4,53,1,325,1,8,1
1220,32,3,1,0,2817,0,21,11,195,1,-1,0,1,1
1221,28,3,1,0,290,0,18,5,128,1,-1,0,12,1
1222,39,3,3,0,12437,0,18,11,40,1,-1,0,4,0
1223,35,2,3,0,321,0,9,5,189,1,-1,0,4,1
1224,57,1,2,0,808,0,7,7,274,1,-1,0,10,0
1225,49,1,1,0,171,0,4,2,19,3,175,2,8,0
1226,42,1,3,0,9009,0,20,11,135,2,-1,0,4,0
1227,67,1,3,0,701,0,6,8,254,2,-1,0,10,0
1228,30,3,3,0,6619,0,21,8,239,8,-1,0,11,1
1229,25,3,3,0,453,0,17,7,134,1,-1,0,9,1
1230,30,1,1,0,2678,0,18,5,23,5,-1,0,1,1
1231,28,3,1,0,1323,0,3,6,361,1,-1,0,1,1
1232,30,1,1,0,-99,0,15,5,144,5,-1,0,8,1
1233,28,3,1,0,1633,0,5,6,275,1,-1,0,4,0
1234,50,3,2,0,148,0,7,5,198,2,-1,0,12,1
1235,45,3,3,0,2087,0,29,8,29,14,-1,0,11,0
1236,51,1,1,0,500,0,20,11,26,6,-1,0,11,1
1237,35,1,2,0,0,0,14,7,340,3,-1,0,5,1
1238,27,3,1,0,148,0,22,7,203,1,-1,0,8,0
1239,25,3,3,0,16874,1,15,5,117,2,-1,0,6,1
1240,45,1,1,0,644,1,22,7,92,1,-1,0,1,0
1241,37,3,1,0,781,0,20,8,75,1,-1,0,1,0
1242,34,3,1,0,0,0,21,8,163,2,-1,0,11,0
1243,39,1,3,0,83,0,11,7,193,2,-1,0,6,1
1244,31,3,1,0,757,0,3,2,343,2,-1,0,1,0
1245,51,1,2,0,1869,0,17,6,30,3,-1,0,8,0
1246,40,1,1,0,1532,1,18,11,173,7,-1,0,6,1
1247,70,1,2,0,3782,0,16,3,618,1,-1,0,10,0
1248,26,1,3,0,2855,0,30,3,52,3,-1,0,1,0
1249,37,1,3,0,6968,0,1,6,175,1,-1,0,11,0
1250,42,1,2,0,505,0,14,5,521,2,-1,0,8,1
1251,33,3,3,0,1410,0,5,2,8,1,254,5,4,1
1252,39,2,3,0,1315,0,19,11,1337,4,126,1,4,1
1253,54,1,1,0,0,0,14,8,159,2,106,6,11,0
1254,42,1,1,0,0,0,21,11,328,6,-1,0,8,1
1255,46,3,2,0,538,0,17,6,118,3,-1,0,4,0
1256,37,3,3,0,1467,1,17,11,349,1,-1,0,6,1
1257,32,3,1,0,29,0,19,8,156,2,-1,0,11,0
1258,38,1,1,0,0,0,13,5,57,5,349,1,8,1
1259,31,3,1,0,68,0,16,4,570,2,-1,0,1,1
1260,44,3,1,0,1679,0,20,10,718,1,-1,0,11,0
1261,30,1,1,0,1286,1,17,7,544,1,-1,0,12,1
1262,32,1,1,0,-63,0,30,5,198,1,-1,0,8,1
1263,33,1,1,0,1134,0,23,5,304,2,-1,0,8,1
1264,55,1,3,0,6880,0,8,8,353,2,-1,0,4,0
1265,66,1,1,0,4785,0,13,8,72,3,-1,0,10,0
1266,23,3,3,0,363,0,30,5,16,18,-1,0,12,1
1267,48,1,3,0,310,0,6,5,135,1,-1,0,11,0
1268,58,1,1,0,37,0,18,8,84,11,-1,0,4,0
1269,32,3,1,0,-28,1,4,7,400,1,-1,0,11,0
1270,24,3,1,0,926,1,15,5,191,1,-1,0,1,1
1271,46,2,1,0,5,1,29,1,305,2,-1,0,12,1
1272,30,1,1,0,699,0,29,5,544,1,-1,0,12,1
1273,27,3,3,0,3672,0,15,5,157,2,351,5,1,1
1274,28,3,3,0,231,1,25,7,568,2,-1,0,4,1
1275,29,3,1,0,584,0,16,6,541,19,-1,0,4,1
1276,54,1,3,0,55,0,2,6,112,2,-1,0,4,1
1277,60,2,1,0,598,1,8,7,96,1,-1,0,10,0
1278,44,1,1,0,2984,0,15,5,770,2,-1,0,4,1
1279,54,1,3,0,2960,0,20,11,83,1,-1,0,4,1
1280,45,1,2,0,907,0,18,8,230,8,-1,0,8,0
1281,29,3,3,0,21,0,14,5,107,4,371,3,4,1
1282,51,1,1,0,160,0,7,5,136,1,359,1,8,1
1283,54,1,1,0,1480,0,14,5,108,1,-1,0,8,1
1284,44,2,1,0,0,0,4,6,389,5,-1,0,12,1
1285,28,3,1,0,16,0,12,8,119,4,-1,0,3,0
1286,31,1,1,0,3242,0,25,6,292,2,-1,0,3,0
1287,52,1,1,0,-98,0,7,5,423,1,-1,0,8,1
1288,31,3,1,0,203,1,19,11,177,1,-1,0,9,0
1289,71,1,1,0,2850,0,17,2,185,1,-1,0,10,0
1290,34,3,3,0,0,0,5,2,71,1,-1,0,4,0
1291,31,1,3,0,309,1,7,5,294,1,-1,0,12,1
1292,33,1,3,0,595,0,7,8,22,2,-1,0,6,0
1293,26,3,1,0,-147,0,4,6,95,2,-1,0,7,0
1294,26,3,3,0,122,1,8,7,160,1,-1,0,4,0
1295,32,1,1,1,-53,0,16,4,648,1,272,1,8,1
1296,38,1,1,0,1370,0,11,5,472,2,-1,0,8,1
1297,39,1,1,0,116,0,24,8,79,2,94,2,11,0
1298,28,3,1,0,94,0,16,4,300,1,-1,0,12,1
1299,38,3,3,0,2273,0,17,4,222,1,-1,0,11,1
1300,32,3,1,0,604,1,28,5,95,3,-1,0,8,0
1301,50,1,1,0,579,0,26,8,83,4,-1,0,8,0
1302,83,2,2,0,1097,0,5,3,181,1,-1,0,10,0
1303,28,3,1,0,3412,0,15,5,22,4,-1,0,8,1
1304,46,2,2,0,216,0,2,2,173,1,-1,0,8,0
1305,47,1,2,0,201,0,7,8,58,2,382,1,5,1
1306,39,2,1,0,399,1,14,8,133,2,-1,0,1,1
1307,36,1,1,0,189,0,19,11,136,1,120,1,9,1
1308,28,3,1,0,0,0,15,5,133,3,-1,0,7,1
1309,37,1,3,0,767,1,2,2,204,1,-1,0,4,0
1310,34,1,3,0,3050,0,13,5,469,1,-1,0,4,1
1311,49,1,1,0,1122,0,4,8,143,1,-1,0,12,0
1312,33,3,3,0,621,0,8,7,217,1,-1,0,1,0
1313,54,2,3,0,1295,0,21,7,179,10,-1,0,4,1
1314,35,1,1,0,8652,0,24,6,103,6,-1,0,1,1
1315,31,2,1,0,-452,0,26,5,182,5,-1,0,8,1
1316,55,1,1,0,1467,1,29,7,277,2,-1,0,10,0
1317,41,1,1,0,2993,0,22,7,24,12,-1,0,1,1
1318,53,2,1,0,0,1,15,7,135,5,-1,0,11,1
1319,34,3,3,0,184,0,22,7,203,4,-1,0,4,0
1320,34,1,3,0,0,0,8,5,214,2,-1,0,4,1
1321,32,3,1,0,2478,1,20,11,395,1,-1,0,12,0
1322,50,1,1,0,372,0,11,5,21,1,-1,0,8,1
1323,26,3,1,0,512,1,30,1,206,5,239,3,12,1
1324,30,3,3,0,1922,0,18,5,546,1,-1,0,11,1
1325,56,1,1,0,2146,1,9,6,594,1,-1,0,1,0
